"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_offshore","lead_onshore","lead_solar","lead_commission","lead_ccgt","lead_coal","cf_wind","cf_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_173",0.95,0.55,0.42,0.65,0.86,0.75,0.94,0.34,0.67,0.58,0.16,0.66,0.08,0.69,0.44,0.162790697674419,0.0548780487804879,0.5475,0.5708,0.755,0.881,0.843434343434343,0.259,0.992,0.177,0.422727272727273,0.33027027027027,0.935,0.672,0.714,0.085,0.016
"S3_174",0.57,0.32,0.32,0.28,0.42,0.74,0.1,0.38,0.99,0.4,0.84,0.37,0.03,0.24,0.99,0.767441860465116,0.615853658536585,0.9368,0.4982,0.638,0.0509999999999999,0.260606060606061,0.274,0.764,0.994,0.56,0.43972972972973,0.956,0.566,0.643,0.144,0.665
"S3_175",0.43,0.75,0.6,0.35,0.72,0.81,0.29,0.46,0.93,0.06,0.56,0.15,0.19,0.83,0.41,0.994186046511628,0.396341463414634,0.2179,0.7177,0.434,0.658,0.171717171717172,0.155,0.715,0.211,0.436363636363636,0.0645945945945946,0.586,0.936,0.575,0.682,0.98
"S3_176",0.33,0.26,0.99,0.02,0.77,0.77,0.23,0.26,0.63,0.63,0.41,0.22,0.94,0.11,0.28,0.883720930232558,0.329268292682927,0.5919,0.5029,0.0845,0.382,0.245454545454545,0.331,0.32,0.492,0.200909090909091,0.141081081081081,0.421,0.652,0.439,0.502,0.947
"S3_177",0.18,0.28,0.21,0.34,0.03,0.31,0.34,0.13,0.12,0.05,0.97,0.18,0.71,0.17,0.42,0.622093023255814,0.134146341463415,0.9573,0.0832000000000001,0.8025,0.0309999999999999,0.743434343434343,0.847,0.876,0.241,0.169090909090909,0.692702702702703,0.728,0.31,0.916,0.774,0.581
"S3_178",0.77,0.82,0.77,0.05,0.1,0.15,0.05,0.69,0.61,0.19,0.49,0.86,0.62,0.39,0.82,0.284883720930232,0.518292682926829,0.6383,0.8649,0.0885,0.872,0.142424242424242,0.285,0.517,0.425,0.166363636363636,0.52972972972973,0.415,0.495,0.453,0.834,0.107
"S3_179",0.6,0.75,0.14,0.93,0.91,0.29,0.91,0.65,0.87,0.17,0.66,0.14,0.14,0.44,0.82,0.819767441860465,0.0182926829268293,0.181,0.8013,0.575,0.668,0.716161616161616,0.745,0.895,0.296,0.640909090909091,0.125945945945946,0.362,0.537,0.46,0.901,0.843
"S3_180",0.75,0.1,0.01,0.25,0.37,0.1,0.73,0.52,0.54,0.35,0.21,0.98,0.53,0.19,0.95,0.796511627906977,0.25,0.6694,0.3918,0.777,0.93,0.0292929292929293,0.573,0.0629999999999999,0.876,1,0.332972972972973,0.267,0.28,0.287,0.955,0.474
"S3_181",0.82,0.75,0.12,0.08,0.14,0.4,0.4,0.4,0.4,0.81,0.39,0.11,0.3,0.14,0.66,0.331395348837209,0.914634146341463,0.3751,0.4393,0.354,0.314,0.097979797979798,0.79,0.891,0.736,0.371818181818182,0.262162162162162,0.591,0.991,0.51,0.931,0.767
"S3_182",0.27,0.2,0.63,0.25,0.69,0.78,0.39,0.51,0.17,0.64,0.22,0.2,0.87,0.38,0.41,0.738372093023256,0.0609756097560976,0.5179,0.7354,0.677,0.283,0.812121212121212,0.859,0.762,0.782,0.846363636363636,0.82972972972973,0.764,0.769,0.483,0.277,0.214
"S3_183",0.44,0.5,0.68,0.11,0.08,0.56,0.78,0.15,0.7,0.1,0.01,0.74,0.77,0.68,0.68,0.790697674418605,0.829268292682927,0.5735,0.3984,0.3505,0.65,0.483838383838384,0.186,0.95,0.0899999999999999,0.124545454545455,0.568918918918919,0.353,0.458,0.508,0.603,0.505
"S3_184",0.26,0.22,0.78,0.83,0.27,0.56,0.44,0.71,0.35,0.11,0.75,0.29,0.5,0.75,0.41,0.912790697674419,0.646341463414634,0.8744,0.5248,0.8275,0.934,0.158585858585859,0.074,0.174,0.602,0.525454545454546,0.384054054054054,0.705,0.595,0.231,0.845,0.87
"S3_185",0.34,0.52,0.05,0.42,0.73,0.66,0.37,0.59,0.08,0.02,0.38,0.45,0.8,0.54,0.95,0.494186046511628,0.109756097560976,0.982,0.5811,0.5105,0.185,0.486868686868687,0.517,0.933,0.481,0.185454545454545,0.361891891891892,0.332,0.179,0.996,0.826,0.139
"S3_186",0.32,0.92,0.46,0.23,0.7,0.05,0.88,0.72,0.96,0.62,0.11,0.9,0.65,0.85,0.42,0.755813953488372,0.451219512195122,0.334,0.8844,0.265,0.899,0.138383838383838,0.967,0.338,0.04,0.91,0.896486486486486,0.52,0.954,0.021,0.693,0.706
"S3_187",0.17,0.84,0.81,0.02,0.03,0.48,0.81,0.48,0.93,0.35,0.44,0.69,0.29,0.25,0.39,0.470930232558139,0.75,0.6977,0.545,0.186,0.464,0.0313131313131313,0.17,0.283,0.399,0.0363636363636364,0.406756756756757,0.454,0.508,0.263,0.568,0.56
"S3_188",0.09,0.49,0.49,0.67,0.79,0.41,0.39,0.01,0.48,0.98,0.87,0.11,0.28,0.73,0.23,0.395348837209302,0.0426829268292683,0.1431,0.9469,0.98,0.486,0.180808080808081,0.459,0.182,0.741,0.128181818181818,0.148918918918919,0.385,0.679,0.256,0.599,0.526
"S3_189",0.24,0.09,0.79,0.72,0.87,0.6,0.88,0.15,0.77,0.59,0.83,0.31,0.19,0.4,0.6,0.459302325581395,0.109756097560976,0.8512,0.7338,0.6025,0.714,0.0808080808080808,0.793,0.867,0.472,0.861818181818182,0.201621621621622,0.864,0.74,0.712,0.662,0.58
"S3_190",0.44,0.66,0.06,0.96,0.66,0.25,0.88,0.3,0.5,0.85,0.14,0.25,0.68,0.41,0.38,0.0581395348837208,0.804878048780488,0.3728,0.7829,0.9935,0.549,0.696969696969697,0.404,0.624,0.487,0.466363636363636,0.404864864864865,0.562,0.942,0.23,0.611,0.458
"S3_191",0.74,0.04,0.95,0.79,0.65,0.53,0.85,0.16,0.66,0.22,0.77,0.88,0.91,0.2,0.11,0.162790697674419,0.432926829268293,0.7005,0.9299,0.46,0.782,0.0838383838383838,0.49,0.632,0.681,0.82,0.102162162162162,0.527,0.044,0.77,0.082,0.855
"S3_192",0.43,0.42,0.83,0.87,0.65,0.63,0.13,0.6,0.37,0.51,0.71,0.4,0.35,0.08,0.38,0.523255813953488,0.170731707317073,0.2026,0.3477,0.218,0.505,0.249494949494949,0.813,0.121,0.785,0.27,0.612972972972973,0.759,0.481,0.783,0.238,0.217
"S3_193",0.76,0.67,0.85,0.26,0.43,0.61,0.81,0.69,0.34,0.92,0.16,0.71,0.82,0.78,0.22,0.930232558139535,0.878048780487805,0.6188,0.7207,0.464,0.875,0.802020202020202,0.57,0.229,0.972,0.390909090909091,0.63027027027027,0.519,0.72,0.942,0.38,0.672
"S3_194",0.58,0.08,0.9,0.66,0.78,0.01,0.96,0.75,0.1,0.14,0.64,0.09,0.78,0.53,0.88,0.854651162790698,0.932926829268293,0.255,0.9054,0.6215,0.109,0.816161616161616,0.397,0.251,0.525,0.278181818181818,0.0635135135135134,0.244,0.094,0.367,0.923,0.743
"S3_195",0.2,0.4,0.41,0.33,0.58,0.57,0.63,0.89,0.5,0.59,0.98,0.58,0.39,0.26,0.69,0.622093023255814,0.963414634146341,0.9163,0.6039,0.517,0.838,0.0393939393939394,0.493,0.182,0.924,0.628181818181818,0.327837837837838,0.843,0.919,0.695,0.662,0.187
"S3_196",0.38,0.6,1,0.69,0.14,0.63,0.11,0.81,0.83,0.47,0.46,0.37,0.97,0.45,0.3,0.203488372093023,0.219512195121951,0.8312,0.3748,0.2495,0.699,0.457575757575758,0.437,0.855,0.333,0.157272727272727,0.0924324324324323,0.341,0.384,0.622,0.414,0.802
"S3_197",0.2,0.9,0.26,0.23,0.12,0.07,0.21,0.31,0.66,0.1,0.23,0.38,0.91,0.32,0.16,0.313953488372093,0.762195121951219,0.6997,0.33,0.00499999999999989,0.915,0.376767676767677,0.72,0.963,0.299,0.26,0.664054054054054,0.641,0.456,0.297,0.565,0.19
"S3_198",0.68,0.28,0.49,0.67,0.76,0.34,0.17,0.68,0.48,0.85,0,0.07,0.36,0.11,0.7,0.482558139534884,0.475609756097561,0.6453,0.5406,0.959,0.48,0.660606060606061,0.723,0.571,0.106,0.825454545454545,0.609189189189189,0.566,0.777,0.285,0.282,0.968
"S3_199",0.88,0.74,0.31,0.2,0.26,0.81,0.95,0.25,0.12,0.47,0.93,0.87,0,0.86,0.32,0.622093023255814,0.475609756097561,0.9964,0.7078,0.3295,0.118,0.266666666666667,0.52,0.841,0.624,0.87,0.655945945945946,0.7,0.58,0.583,0.374,0.876
"S3_200",0.36,0.88,0.38,0.5,0.53,0.18,0.5,0.44,0.14,0.4,0.09,0.72,0.45,0.71,0.15,0.831395348837209,0.853658536585366,0.0456,0.3329,0.0945,0.093,0.893939393939394,0.157,0.246,0.414,0.040909090909091,0.793243243243243,0.596,0.798,0.947,0.745,0.721
"S3_201",0.17,0.67,0.5,0.73,0.56,0.71,0.08,0.98,0.7,0.86,0.58,0.65,0.82,0.81,0.03,0.976744186046512,0.579268292682927,0.8554,0.7104,0.8675,0.854,0.441414141414141,0.369,0.167,0.435,0.247272727272727,0.818378378378378,0.058,0.78,0.817,0.737,0.81
"S3_202",0.11,0.74,0.97,0.79,0.15,0.34,0.98,0.91,0.64,0.46,0.43,0.32,0.21,0.17,0.97,0.430232558139535,0.725609756097561,0.1911,0.7534,0.932,0.834,0.625252525252525,0.45,0.678,0.32,0.431818181818182,0.697027027027027,0.262,0.013,0.729,0.584,0.862
"S3_203",0.56,0.73,0.44,0.88,0.13,0.99,0.27,0.67,0.04,0.09,0.94,0.88,0.76,0.05,0.46,0.761627906976744,0.963414634146341,0.7389,0.2668,0.665,0.196,0.309090909090909,0.867,0.947,0.303,0.989090909090909,0.477567567567568,0.316,0.08,0.413,0.842,0.467
"S3_204",0.67,0.17,0.47,0.4,0.77,0.74,0.23,0.63,0.25,0.41,0.3,0.56,0.63,0.46,0.38,0.354651162790698,0.201219512195122,0.1863,0.1096,0.782,0.82,0.848484848484849,0.149,0.419,0.582,0.232727272727273,0.0527027027027025,0.94,0.042,0.427,0.049,0.109
"S3_205",0.49,0.69,0.28,0.24,0.67,0.12,0.43,0.31,0.75,0.29,0.88,0.23,0.84,0.37,0.7,0.5,0.170731707317073,0.9113,0.5126,0.8045,0.501,0.468686868686869,0.222,0.412,0.974,0.876363636363636,0.559459459459459,0.807,0.526,0.845,0.857,0.311
"S3_206",0.16,0.28,0.99,0.51,0.74,0.94,0.95,0.62,0.09,0.47,0.9,0.58,0.32,0.34,0.16,0.203488372093023,0.24390243902439,0.8104,0.0577000000000002,0.6125,0.199,0.190909090909091,0.018,0.65,0.652,0.0454545454545455,0.349459459459459,0.47,0.562,0.523,0.815,0.368
"S3_207",0.32,0.63,0.87,0.01,0.52,0.92,0.52,0.22,0.83,0.52,0.08,0.36,0.27,0.77,0.37,0.970930232558139,0.74390243902439,0.5995,0.644,0.1585,0.51,0.712121212121212,0.551,0.144,0.301,0.929090909090909,0.273783783783784,0.573,0.692,0.064,0.772,0.28
"S3_208",0.62,0.66,0.1,0.63,0.78,0.37,0.6,0.83,0.73,0.62,0.49,0.44,0.25,0.12,0.84,0.0058139534883721,0.969512195121951,0.9332,0.4963,0.514,0.729,0.631313131313131,0.962,0.502,0.723,0.175454545454546,0.0572972972972972,0.224,0.799,0.918,0.022,0.588
"S3_209",0.92,0.42,0.93,0.5,0.1,0.62,0.56,0.04,0.91,0.52,0.04,0.87,0.63,0.42,0.93,0.383720930232558,0.615853658536585,0.4316,0.6158,0.298,0.871,0.121212121212121,0.383,0.107,0.82,0.438181818181818,0.851891891891892,0.685,0.071,0.34,0.962,0.744
"S3_210",0.48,0.93,0.26,0.81,0.9,0.49,0.38,0.45,0.05,0.53,0.6,0.13,0.84,0.51,0.68,0.494186046511628,0.676829268292683,0.2145,0.5058,0.661,0.0369999999999999,0.836363636363636,0.758,0.56,0.518,0.448181818181818,0.670810810810811,0.172,0.007,0.832,0.091,0.006
"S3_211",0.27,0.38,0.42,0.18,0.48,0.45,0.67,0.19,0.85,0.49,0.71,0.34,0.43,0.44,0.63,0.38953488372093,0.542682926829268,0.1644,0.9123,0.96,0.364,0.797979797979798,0.114,0.0780000000000001,0.523,0.830909090909091,0.744864864864865,0.197,0.89,0.027,0.457,0.462
"S3_212",0.01,0.59,0.32,0.86,0.9,0.35,0.36,0.55,0.31,0.81,0.37,0.28,1,0.63,0.1,0.563953488372093,0.439024390243902,0.8692,0.6494,0.214,0.703,0.722222222222222,0.358,0.626,0.119,0.872727272727273,0.489189189189189,0.618,0.625,0.908,0.351,0.09
"S3_213",0.23,0.55,0.88,0.53,0.61,0.65,0.1,0.5,0.93,0.21,0.93,0.23,0.93,0.73,0.7,0.645348837209302,0.634146341463415,0.1133,0.6287,0.024,0.733,0.316161616161616,0.195,0.413,0.819,0.37,0.794864864864865,0.15,0.342,0.296,0.635,0.908
"S3_214",0.72,0.95,0.61,0.12,0.64,0.33,0.75,0.17,0.28,0.49,0.35,0.1,0.67,0.19,0.03,0.77906976744186,0.823170731707317,0.3384,0.584,0.0600000000000001,0.934,0.57979797979798,0.297,0.521,0.02,0.240909090909091,0.727027027027027,0.749,0.377,0.246,0.179,0.232
"S3_215",0.23,0.71,0.55,0.6,0.77,0.77,0.28,0.85,0.31,0.13,0.79,0.14,0.52,0.22,0.67,0.308139534883721,0.378048780487805,0.3135,0.7908,0.3775,0.0329999999999999,0.573737373737374,0.599,0.619,0.674,0.112727272727273,0.858918918918919,0.21,0.813,0.336,0.999,0.053
"S3_216",0.04,0.45,0.61,0.48,0.31,0.58,0.4,0.08,0.43,0.61,0.48,0.94,0.72,0.73,0.94,0.348837209302325,0.518292682926829,0.6033,0.4255,0.2665,0.94,0.424242424242424,0.988,0.758,0.93,0.756363636363636,0.237027027027027,0.424,0.895,0.433,0.037,0.241
"S3_217",0.79,0.35,0.62,0.31,0.85,0.92,0.39,0.84,0.7,0.18,0.8,0.97,0.51,0.89,0.97,0.447674418604651,0.445121951219512,0.6411,0.3093,0.5155,0.923,0.296969696969697,0.094,0.606,0.388,0.410909090909091,0.442702702702703,0.588,0.901,0.187,0.04,0.974
"S3_218",0.23,0.71,0.25,0.37,1,0.47,0.51,0.35,0.03,0.7,0.74,0.05,0.76,0.78,0.52,0.581395348837209,0.0121951219512195,0.0411999999999999,0.8134,0.0185,0.026,0.771717171717172,0.134,0.54,0.997,0.85,0.506756756756757,0.495,0.63,0.271,0.81,0.508
"S3_219",0.33,0.73,0.08,0.68,0.44,0.25,0.31,0.82,0.45,0.54,0.86,0.73,0.37,0.85,0.11,0.244186046511628,0.939024390243902,0.0928999999999998,0.836,0.0555000000000001,0.152,0.841414141414141,0.624,0.00099999999999989,0.851,0.975454545454545,0.44027027027027,0.227,0.388,0.746,0.658,0.367
"S3_220",0.93,0.22,0.22,0.42,0.92,0.2,0.96,0.21,0.68,0.28,0.8,0.91,0.3,0.16,0.19,0.924418604651163,0.457317073170732,0.5823,0.8097,0.4215,0.343,0.607070707070707,0.574,0.461,0.999,0.6,0.571081081081081,0.193,0.295,0.904,0.882,0.558
"S3_221",0.49,0.21,0.29,0.96,0.79,0.63,0.79,0.93,0.32,0.68,0.34,0.92,0.09,0.58,0.97,0.930232558139535,0.0609756097560976,0.5382,0.8172,0.0600000000000001,0.673,0.821212121212121,0.616,0.965,0.12,0.282727272727273,0.0267567567567568,0.717,0.504,0.85,0.349,0.348
"S3_222",0.56,0.25,0.28,0.18,0.57,0.64,0.41,0.55,0.67,0.5,0.12,0.93,0.81,0.13,0.68,0.645348837209302,0.847560975609756,0.194,0.5873,0.769,0.555,0.101010101010101,0.664,0.016,0.54,0.284545454545455,0.00918918918918914,0.805,0.789,0.76,0.571,0.819
"S3_223",0.79,0.14,0.69,0.9,0.7,0.26,0.24,0.63,0.6,0.79,0.95,0.29,0.44,0.6,0.18,0.959302325581395,0.591463414634146,0.0760999999999999,0.328,0.54,0.742,0.547474747474748,0.657,0.197,0.00800000000000001,0.000909090909091011,0.467297297297297,0.666,0.724,0.015,0.445,0.761
"S3_224",0.08,0.51,0.4,0.27,0.92,0.1,0.27,0.95,0.16,0.09,0.83,0.59,0.32,0.16,0.52,0.226744186046512,0.628048780487805,0.2654,0.4629,0.16,0.967,0.198989898989899,0.596,0.0900000000000001,0.841,0.555454545454546,0.125945945945946,0.446,0.222,0.162,0.79,0.112
"S3_225",0.24,0.3,0.92,0.35,0.42,0.01,0.06,0.91,0.36,0.37,0.7,0.04,0.54,0.71,0.01,0.441860465116279,0.335365853658537,0.5364,0.5494,0.118,0.079,0.342424242424242,0.058,0.0449999999999999,0.696,0.519090909090909,0.513783783783784,0.307,0.447,0.939,0.53,0.203
"S3_226",0.81,0.72,0.07,0.16,0.58,0.55,0.85,0.56,0.62,0.53,0.72,0.73,0.39,0.54,0.39,0.0581395348837208,0.926829268292683,0.5445,0.7509,0.995,0.481,0.0676767676767676,0.364,0.938,0.13,0.699090909090909,0.636756756756757,0.907,0.615,0.363,0.993,0.071
"S3_227",0.86,0.98,0.3,0.1,0.38,0.41,0.66,0.71,0.72,0.86,0.08,0.16,0.42,0.55,0.57,0.401162790697674,0.829268292682927,0.0617000000000001,0.9171,0.9145,0.071,0.535353535353535,0.528,0.335,0.00599999999999978,0.587272727272727,0.600540540540541,0.735,0.07,0.756,0.514,0.206
"S3_228",0.21,0.23,0.7,0.12,0.04,0.08,0.69,0.41,0.81,0.42,0.06,0.6,0.85,0.38,0.49,0.656976744186046,0.914634146341463,0.5005,0.7624,0.1545,0.271,0.437373737373737,0.6,0.722,0.654,0.207272727272727,0.621621621621622,0.112,0.652,0.79,0.567,0.78
"S3_229",0.18,0.48,0.25,0.68,0.37,0.97,0.41,0.31,0.18,0.66,0.1,0.74,0.37,0.62,0.54,0.877906976744186,0.219512195121951,0.3227,0.941,0.1125,0.375,0.545454545454546,0.347,0.927,0.315,0.180909090909091,0.879459459459459,0.827,0.034,0.309,0.292,0.848
"S3_230",0.19,0.85,0.71,0.32,0.28,0.42,0.77,0.75,0.69,0.18,0.3,0.47,0.05,0.39,0.84,0.61046511627907,0.384146341463415,0.2255,0.7405,0.9415,0.665,0.895959595959596,0.836,0.42,0.534,0.271818181818182,0.870810810810811,0.783,0.882,0.594,0.131,0.979
"S3_231",0.57,0.55,0.98,0.92,0.99,0.84,0.82,0.1,0.47,0.78,0.56,0.51,0.03,0.66,0.75,0.284883720930232,0.646341463414634,0.0666,0.8273,0.0985,0.551,0.670707070707071,0.026,0.835,0.158,0.115454545454545,0.0981081081081081,0.376,0.66,0.235,0.959,0.871
"S3_232",0.24,0.39,0.7,0.38,0.09,0.92,0.93,0.9,0.98,0.63,0.32,0.61,0.96,0.56,0.07,0.412790697674418,0.128048780487805,0.2304,0.5279,0.9395,0.309,0.707070707070707,0.628,0.124,0.453,0.374545454545455,0.365945945945946,0.922,0.804,0.472,0.854,0.651
"S3_233",0.55,0.53,0.94,0.22,0.47,0.72,0.01,0.97,0.66,0.06,0.75,0.57,0.32,0.81,0.65,0.337209302325581,0.597560975609756,0.9031,0.719,0.2915,0.248,0.302020202020202,0.844,0.467,0.714,0.655454545454546,0.505135135135135,0.349,0.316,0.222,0.989,0.099
"S3_234",0.28,0.35,0.84,0.37,0.89,0.38,0.5,0.83,0.26,0.49,0.35,0.09,0.1,0.74,0.84,0.709302325581395,0.890243902439024,0.2484,0.4533,0.9015,0.4,0.567676767676768,0.337,0.638,0.358,0.070909090909091,0.302162162162162,0.614,0.585,0.217,0.735,0.618
"S3_235",0.16,0.51,0.65,0.67,0.91,0.91,0.22,0.12,0.73,0.42,0.76,0.92,0.81,0.21,0.68,0.22093023255814,0.713414634146341,0.805,0.6125,0.905,0.768,0.0363636363636364,0.832,0.0109999999999999,0.283,0.433636363636364,0.948378378378378,0.465,0.685,0.763,0.451,0.426
"S3_236",0.68,0.54,0.35,0.03,0.23,0.99,0.51,0.1,0.21,0.67,0.69,0.94,0.19,0.28,0.59,0.0930232558139534,0.768292682926829,0.4547,0.0478999999999999,0.189,0.959,0.551515151515152,0.987,0.397,0.964,0.531818181818182,0.245135135135135,0.225,0.474,0.179,0.46,0.029
"S3_237",0.3,0.94,0.03,0.88,0.42,0.74,0.97,0.65,0.87,0.32,0.7,0.41,0.45,0.93,0.35,0.738372093023256,0.804878048780488,0.1493,0.0529,0.4145,0.115,0.333333333333333,0.72,0.756,0.0960000000000001,0.797272727272727,0.101081081081081,0.115,0.67,0.033,0.256,0.523
"S3_238",0.19,0.33,0.46,0.44,0.8,0.61,0.01,0.64,0.48,0.84,0.39,0.15,0.81,0.27,0.26,0.726744186046511,0.310975609756098,0.0687000000000001,0.4046,0.8585,0.644,0.435353535353535,0.283,0.79,0.772,0.473636363636364,0.597567567567568,0.847,0.409,0.068,0.3,0.643
"S3_239",0.94,0.7,0.35,0.87,0.37,0.54,0.6,0.23,0.74,0.83,0.35,0.55,0.41,0.68,0.37,0.174418604651163,0.432926829268293,0.3963,0.6717,0.133,0.25,0.981818181818182,0.546,0.534,0.596,0.119090909090909,0.0786486486486485,0.035,0.131,0.342,0.976,0.532
"S3_240",0.46,0.81,0.04,0.83,0.58,0.13,0.31,0.75,0.6,0.54,0.14,0.67,0.97,0.16,0.46,0.575581395348837,0.201219512195122,0.0728999999999999,0.1379,0.9765,0.173,0.561616161616162,0.288,0.55,0.826,0.582727272727273,0.739459459459459,0.998,0.036,0.146,0.289,0.387
"S3_241",0.5,0.34,0.54,0.93,0.38,0.07,0.31,0.82,0.97,0.71,0.77,0.31,0.62,0.33,0.51,0.936046511627907,0.420731707317073,0.8677,0.9989,0.8485,0.036,0.64949494949495,0.319,0.424,0.147,0.642727272727273,0.187027027027027,0.313,0.607,0.094,0.325,0.892
"S3_242",1,0.4,0.72,0.02,0.49,0.32,0.36,0.96,0.67,0.2,0.87,0.39,0.25,0.5,0.4,0.0872093023255813,0.810975609756097,0.3494,0.993,0.6235,0.417,0.922222222222222,0.914,0.0660000000000001,0.159,0.660909090909091,0.173783783783784,0.142,0.979,0.856,0.199,0.873
"S3_243",0.22,0.18,0.66,0.95,0.5,0.34,0.92,0.73,0.57,0.85,0.37,0.83,0.79,0.59,0.23,0.313953488372093,0.926829268292683,0.8442,0.0715,0.6715,0.069,0.736363636363636,0.186,0.356,0.108,0.311818181818182,0.931351351351351,0.88,0.982,0.716,0.498,0.91
"S3_244",0.88,0.89,0.28,0.93,0.53,0.95,0.53,0.76,0.42,0.88,0.02,0.83,0.71,0.16,0.58,0.802325581395349,0.634146341463415,0.3713,0.9853,0.485,0.167,0.203030303030303,0.777,0.783,0.61,0.221818181818182,0.676756756756757,0.438,0.853,0.103,0.338,0.987
"S3_245",0.25,0.27,0.71,0.48,0.3,0.79,0.99,0.58,0.23,0.97,0.09,0.46,0.82,0.52,0.13,0.819767441860465,0.024390243902439,0.2532,0.6392,0.032,0.625,0.768686868686869,0.321,0.443,0.222,0.490909090909091,0.682432432432432,0.264,0.793,0.971,0.244,0.061
"S3_246",0.88,0.58,0.58,0.41,0.99,0.99,0.14,0.5,0.26,0.5,0.61,0.23,0.04,0.27,0.5,0.122093023255814,0.682926829268293,0.3644,0.3356,0.1095,0.697,0.33030303030303,0.506,0.745,0.115,0.779090909090909,0.280810810810811,0.55,0.152,0.486,0.156,0.737
"S3_247",0.86,0.13,0.56,0.36,0.21,0.36,0.69,0.11,0.07,0.03,0.95,0.78,0.53,0.47,0.87,0.645348837209302,0.695121951219512,0.5093,0.3132,0.9,0.616,0.0424242424242425,0.677,0.207,0.509,0.992727272727273,0.123783783783784,0.861,0.274,0.686,0.014,0.339
"S3_248",0.82,0.43,0.99,0.24,0.93,0.88,0.35,0.65,0.69,0.31,0.05,0.99,0.67,0.33,0.44,0.883720930232558,0.103658536585366,0.4105,0.4162,0.386,0.582,0.21010101010101,0.479,0.321,0.813,0.408181818181818,0.112972972972973,0.881,0.437,0.121,0.985,0.918
"S3_249",0.65,0.25,0.16,0.63,1,0.52,0.32,0.96,0.12,0.81,0.8,0.19,0.12,0.87,0.08,0.552325581395349,0.676829268292683,0.1458,0.7372,0.8955,0.679,0.393939393939394,0.742,0.597,0.00800000000000001,0.963636363636364,0.175675675675676,0.297,0.241,0.088,0.49,0.725
"S3_250",0.25,0.82,0.17,0.93,0.15,0.31,0.34,0.05,0.2,0.55,0.4,0.66,0.86,0.07,0.45,0.255813953488372,0.408536585365854,0.5198,0.6514,0.757,0.449,0.557575757575758,0.808,0.622,0.284,0.852727272727273,0.258918918918919,0.208,0.743,0.007,0.126,0.345
"S3_251",0.59,0.61,0.94,0.06,0.75,0.88,0.65,0.38,0.02,0.01,0.84,0.42,0.15,0.53,0.76,0.61046511627907,0.164634146341464,0.4561,0.7422,0.9525,0.53,0.34040404040404,0.152,0.812,0.666,0.419090909090909,0.65972972972973,0.964,0.142,0.331,0.889,0.983
"S3_252",0.55,0.12,0.03,0.45,0.41,0.43,0.82,0.78,0.63,0.2,0.74,0.78,0.5,0.14,0.66,0.372093023255814,0.268292682926829,0.8123,0.8283,0.5435,0.131,0.0898989898989899,0.016,0.586,0.143,0.407272727272727,0.861621621621622,0.841,0.307,0.417,0.629,0.065
"S3_253",0.73,0.73,0.01,0.99,0.28,0.44,0.13,0.79,0.75,0.71,0.63,0.02,0.37,0.99,0.76,0.88953488372093,0.408536585365854,0.0303000000000001,0.4953,0.2745,0.776,0.423232323232323,0.141,0.093,0.252,0.954545454545454,0.874324324324324,0.373,0.192,0.072,0.653,0.199
"S3_254",0.72,0.86,0.01,0.4,0.94,0.37,0.32,0.25,0.71,0.34,0.81,0.68,0.94,0.76,0.07,0.0406976744186045,0.00609756097560976,0.305,0.8425,0.1195,0.257,0.257575757575758,0.738,0.352,0.0920000000000001,0.732727272727273,0.294324324324324,0.883,0.667,0.206,0.609,0.562
"S3_255",0.87,0.39,0.55,0.81,0.62,0.53,0.93,0.47,0.47,0.04,0.99,0.98,0.63,0.14,0.74,0.686046511627907,0.140243902439025,0.8814,0.2451,0.8155,0.473,0.163636363636364,0.919,0.241,0.0670000000000002,0.496363636363636,0.202702702702703,0.892,0.384,0.03,0.344,0.382
"S3_256",0.71,0.31,0.6,0.32,0.1,0.23,0.52,0.01,0.97,0.7,0.92,0.03,0.8,0.65,0.11,0.534883720930233,0.00609756097560976,0.404,0.3155,0.655,0.4,0.613131313131313,0.577,0.487,0.693,0.486363636363636,0.254594594594595,0.838,0.082,0.771,0.133,0.253
"S3_257",0.97,0.95,0.18,0.73,0.69,0.22,0.06,0.81,0.27,0.34,0.1,0.46,0.97,0.48,0.52,0.488372093023256,0.609756097560975,0.6805,0.7046,0.948,0.946,0.724242424242424,0.585,0.145,0.356,0.946363636363636,0.285675675675676,0.974,0.648,0.154,0.043,0.129
"S3_258",0.75,0.09,0.44,0.44,0.32,0.29,0.57,0.92,0.31,0.66,0.44,0.17,0.78,0.38,0.06,0.982558139534884,0.353658536585366,0.7815,0.3928,0.0089999999999999,0.204,0.664646464646465,0.512,0.932,0.0590000000000002,0.0154545454545456,0.228108108108108,0.755,0.46,0.573,0.107,0.957
"S3_259",0.37,0.55,0.54,0.05,0.05,0.71,0.55,0.29,0.41,0.08,0.31,0.95,0.64,0.52,0.13,0.651162790697674,0.25609756097561,0.755,0.6218,0.653,0.359,0.173737373737374,0.609,0.662,0.484,0.386363636363636,0.344054054054054,0.894,0.279,0.81,0.008,0.542
