scenario,US_phase_pol,US_price_pol,US_cp_pol,CN_phase_pol,CN_price_pol,CN_cp_pol,IN_phase_pol,IN_price_pol,IN_cp_pol,RGS_phase_pol,RGS_price_pol,RGS_cp_pol,RGN_phase_pol,RGN_price_pol,RGN_cp_pol,learning_solar,learning_wind,lifetime_solar,lifetime_wind,lead_onshore,lead_solar,lead_commission,cr_wind,cr_solar,discr,elec_demand,ccgt_price,coal_price,tech_potential
S3_219,0.62,0.5,0.48,0.52,0.06,0.34,0.63,0.36,0.18,0.58,0.83,0.5,0.19,0.31,0.27,-0.274,-0.143,33.198,25.012,2.602,2.56,0.139,-1.015,-2.346,0.187,0.396,0.98,0.276,0.546
S3_220,0.95,0.27,1.0,0.1,0.91,0.56,0.15,0.66,0.8,0.7,0.92,0.01,0.43,0.92,0.27,-0.273,-0.121,34.06,34.945,2.322,2.506,0.082,-0.737,-2.63,0.227,0.028,0.885,0.717,0.859
S3_221,0.9,0.45,0.87,0.59,0.51,0.94,0.64,0.33,0.43,0.5,0.12,0.07,0.73,0.43,0.87,-0.255,-0.241,32.803,33.996,2.729,1.816,0.665,-1.003,-2.017,0.857,0.203,0.672,0.335,0.28
S3_222,0.31,0.99,0.96,0.23,0.81,0.93,0.26,0.4,0.7,0.68,0.67,0.35,0.29,0.6,0.45,-0.334,-0.156,34.794,27.832,2.948,2.228,0.788,-0.918,-2.844,0.797,0.518,0.212,0.287,0.169
S3_223,0.5,0.84,0.28,0.2,0.51,0.02,0.61,0.09,0.37,0.5,0.65,0.14,0.34,0.09,0.93,-0.321,-0.182,27.991,26.215,2.929,1.561,0.257,-1.067,-3.063,0.884,0.32,0.524,0.978,0.691
S3_224,0.9,0.68,0.15,0.11,0.78,0.52,0.71,0.59,0.66,0.41,0.19,0.42,0.62,0.32,0.53,-0.3,-0.127,27.674,31.325,2.195,2.733,0.246,-1.044,-1.513,0.076,0.891,0.774,0.94,0.666
S3_225,0.22,0.72,0.32,0.95,0.75,1.0,0.55,0.06,0.05,0.62,0.27,0.98,0.31,0.21,0.06,-0.248,-0.18,30.537,28.451,2.221,1.67,0.345,-0.958,-2.193,0.002,0.378,0.421,0.048,0.718
S3_226,0.95,0.31,0.23,0.92,0.57,0.55,0.84,1.0,0.94,0.65,0.16,0.14,0.78,0.37,0.49,-0.35,-0.173,30.849,27.902,2.862,1.491,0.513,-0.744,-1.757,0.391,0.877,0.206,0.539,0.342
S3_227,0.55,0.85,0.86,0.02,0.2,0.46,0.81,1.0,0.35,0.03,0.95,0.2,0.39,0.01,0.31,-0.309,-0.23,25.122,28.558,2.959,1.282,0.615,-0.759,-2.765,0.848,0.086,0.58,0.799,0.754
S3_228,0.88,0.77,0.74,0.56,0.48,0.21,0.0,0.57,0.13,0.29,0.24,0.93,0.29,0.4,0.88,-0.366,-0.246,34.404,28.099,2.101,1.779,0.205,-0.68,-2.46,0.273,0.79,0.838,0.008,0.658
S3_229,0.31,0.77,0.29,0.95,0.78,0.6,0.42,0.69,0.57,0.25,0.02,0.55,0.56,0.19,0.13,-0.356,-0.223,31.234,25.422,2.945,1.567,0.81,-0.787,-2.721,0.416,0.235,0.224,0.44,0.642
S3_230,0.76,0.46,0.59,0.78,0.46,0.5,0.12,0.32,0.7,0.49,0.1,0.69,0.15,0.43,0.04,-0.296,-0.276,27.162,27.874,2.053,1.078,0.825,-0.783,-3.356,0.088,0.906,0.639,0.138,0.83
S3_231,0.83,0.52,0.6,0.67,0.12,0.46,0.09,0.97,0.5,0.93,0.41,0.66,0.28,0.64,0.56,-0.378,-0.177,26.095,28.612,2.659,1.483,0.676,-0.632,-2.924,0.268,0.269,0.935,0.935,0.846
S3_232,0.85,0.41,0.71,0.4,0.09,0.79,0.59,0.35,0.38,0.77,0.06,0.58,0.5,0.76,0.35,-0.334,-0.224,31.076,28.919,2.011,1.73,0.356,-0.686,-2.557,0.322,0.865,0.66,0.748,0.334
S3_233,0.48,0.78,0.97,0.78,0.58,0.95,0.13,0.44,0.08,0.39,0.03,0.41,0.63,0.66,0.43,-0.37,-0.174,34.283,32.688,2.884,1.084,0.639,-1.022,-3.283,0.292,0.937,0.012,0.492,0.723
S3_234,0.01,0.17,0.39,0.47,0.42,0.67,0.85,0.43,0.46,0.26,0.87,0.07,0.58,0.75,0.69,-0.294,-0.227,27.055,26.839,2.107,2.779,0.356,-0.771,-2.554,0.069,0.968,0.407,0.128,0.575
S3_235,0.9,0.95,0.3,0.29,0.17,0.95,0.03,0.4,0.64,0.76,0.35,0.83,0.69,0.47,0.03,-0.301,-0.172,29.552,29.719,2.756,2.119,0.242,-1.059,-3.193,0.793,0.849,0.413,0.664,0.528
S3_236,0.01,0.52,0.22,0.09,0.88,0.37,0.33,0.78,0.31,0.13,0.09,0.87,0.23,0.48,0.65,-0.366,-0.176,26.675,33.451,2.09,2.546,0.383,-0.727,-1.855,0.953,0.886,0.654,0.38,0.652
S3_237,0.55,0.99,0.49,0.68,0.21,0.14,0.68,0.53,0.26,0.47,0.02,0.52,0.48,0.71,0.78,-0.336,-0.254,26.829,32.304,2.83,2.937,0.617,-1.026,-2.604,0.809,0.415,0.966,0.258,0.939
S3_238,0.81,0.16,0.1,0.33,0.22,0.86,0.93,0.64,0.35,0.0,0.41,0.92,0.49,0.14,1.0,-0.36,-0.237,30.905,25.783,2.897,1.544,0.737,-0.746,-2.839,0.499,0.862,0.854,0.218,0.767
S3_239,0.31,0.61,0.87,0.29,0.7,0.25,0.86,0.11,0.9,0.81,0.01,0.54,0.53,0.4,0.94,-0.307,-0.188,27.616,31.804,2.816,2.025,0.034,-0.859,-2.114,0.688,0.126,0.287,0.367,0.985
S3_240,0.8,0.15,0.08,0.68,0.16,0.79,0.08,0.67,0.07,0.69,0.62,0.6,0.92,0.94,0.03,-0.344,-0.218,30.73,32.541,2.226,2.999,0.335,-1.075,-1.483,0.669,0.398,0.016,0.547,0.962
S3_241,0.11,0.09,0.56,0.7,0.98,0.41,0.74,0.07,0.31,0.17,0.47,0.64,0.77,0.82,0.64,-0.346,-0.148,25.158,26.433,2.535,2.815,0.804,-0.818,-2.126,0.174,0.96,0.133,0.791,0.274
S3_242,0.83,0.04,0.44,0.42,0.29,0.39,0.22,0.05,0.02,0.72,0.65,0.49,0.55,0.84,0.12,-0.355,-0.156,30.819,33.148,2.361,1.411,0.846,-0.656,-3.068,0.121,0.294,0.969,0.589,0.772
S3_243,0.95,0.04,0.98,0.96,0.32,0.38,0.88,0.77,0.94,0.14,0.44,0.96,0.85,0.5,0.29,-0.342,-0.179,30.832,32.593,2.105,1.027,0.59,-1.034,-2.753,0.909,0.512,0.215,0.284,0.267
S3_244,0.7,0.85,0.43,0.61,0.71,0.33,0.18,0.33,0.6,0.06,0.53,0.33,0.65,0.61,0.73,-0.363,-0.186,29.501,27.503,2.303,1.393,0.161,-0.662,-3.186,0.839,0.133,0.571,0.879,0.683
S3_245,0.13,0.47,0.76,0.43,0.47,0.39,0.95,0.65,0.46,0.05,0.75,0.15,0.67,0.54,0.57,-0.27,-0.142,30.034,26.053,2.469,1.143,0.543,-0.82,-1.407,0.572,0.622,0.275,0.996,0.297
S3_246,0.17,0.73,0.17,0.37,0.68,0.59,0.99,0.64,0.06,0.87,0.63,0.78,0.72,0.99,0.59,-0.246,-0.141,27.449,29.31,2.474,1.554,0.309,-0.901,-2.941,0.425,0.324,0.951,0.81,0.599
S3_247,0.33,0.56,0.14,0.5,0.19,0.74,0.12,0.86,0.58,0.57,0.03,0.19,0.03,0.37,0.48,-0.251,-0.136,30.88,29.695,2.064,1.401,0.137,-0.853,-1.546,0.855,0.036,0.166,0.337,0.451
S3_248,0.7,0.08,0.29,0.15,0.68,0.95,0.0,0.75,0.36,0.06,0.11,0.45,0.16,0.3,0.72,-0.372,-0.168,33.262,32.86,2.661,1.109,0.272,-0.721,-2.134,0.434,0.667,0.445,0.084,0.893
S3_249,0.5,0.55,0.94,0.73,0.91,0.32,0.61,0.61,0.79,0.09,0.51,0.74,0.9,0.88,0.78,-0.246,-0.238,34.523,31.513,2.205,2.772,0.915,-1.015,-2.905,0.981,0.835,0.779,0.446,0.217
S3_250,0.31,0.56,0.83,0.4,0.22,0.91,0.79,0.82,0.79,0.13,0.79,0.88,0.36,0.24,0.16,-0.25,-0.125,34.467,31.705,2.774,1.528,0.381,-1.101,-1.951,0.701,0.905,0.199,0.068,0.937
S3_251,0.06,0.66,0.81,0.36,0.71,0.03,0.9,0.39,0.59,0.94,0.2,0.65,0.0,0.74,0.22,-0.331,-0.219,33.936,32.827,2.852,1.062,0.047,-0.674,-3.202,0.124,0.634,0.135,0.496,0.801
S3_252,0.68,0.03,0.75,0.56,0.89,0.47,0.94,0.63,0.51,0.14,0.13,0.35,0.52,0.13,0.31,-0.304,-0.122,34.665,25.406,2.694,1.894,0.261,-1.061,-1.398,0.53,0.949,0.589,0.764,0.843
S3_253,0.91,0.2,0.13,0.85,0.97,0.78,0.56,0.27,0.98,0.23,0.71,0.02,0.71,0.1,0.53,-0.251,-0.222,29.647,30.622,2.541,1.569,0.702,-0.96,-3.267,0.454,0.385,0.525,0.639,0.973
S3_254,0.54,0.43,0.76,0.92,0.21,0.27,0.18,0.04,0.34,0.76,0.69,0.84,0.68,0.24,0.76,-0.318,-0.154,31.848,27.152,2.781,2.857,0.297,-0.849,-2.329,0.614,0.326,0.929,0.347,0.478
S3_255,0.4,0.57,0.32,0.02,0.09,0.99,0.88,0.52,0.55,0.9,0.09,0.21,0.02,0.11,0.17,-0.354,-0.233,31.47,32.95,2.578,1.89,0.646,-0.839,-2.504,0.992,0.911,0.856,0.641,0.525
S3_256,0.22,0.19,0.72,0.08,0.98,0.28,0.34,0.94,0.76,0.52,0.5,0.58,0.12,0.3,0.05,-0.401,-0.131,30.377,31.767,2.482,1.718,0.166,-0.654,-1.969,0.561,0.121,0.032,0.681,0.967
S3_257,0.57,0.68,0.26,0.06,0.68,0.31,0.97,0.16,0.97,0.88,0.39,0.04,0.27,0.12,0.05,-0.319,-0.207,32.285,28.674,2.885,2.897,0.021,-0.947,-2.068,0.037,0.181,0.091,0.292,0.751
S3_258,0.03,0.39,0.61,0.51,0.34,0.54,0.75,0.99,0.15,0.44,0.86,0.22,0.74,0.7,0.82,-0.393,-0.153,32.946,30.896,2.353,1.452,0.695,-0.901,-2.354,0.367,0.624,0.851,0.622,0.837
S3_259,0.01,0.94,0.58,0.19,0.69,0.91,0.47,0.13,0.86,0.47,0.01,0.69,0.51,0.87,0.41,-0.339,-0.187,34.686,26.4,2.048,2.995,0.228,-1.048,-1.589,0.116,0.212,0.486,0.812,0.215
S3_260,0.72,0.12,0.8,0.28,0.71,0.07,0.66,0.77,0.6,0.54,0.83,0.94,0.87,0.69,0.02,-0.249,-0.184,34.702,25.541,2.679,2.646,0.419,-0.681,-1.431,0.601,0.763,0.335,0.618,0.611
S3_261,0.21,0.81,0.44,0.69,0.85,0.9,0.39,0.25,0.16,0.66,0.05,0.95,0.01,0.59,0.68,-0.259,-0.212,29.714,34.039,2.192,1.799,0.933,-0.712,-2.008,0.179,0.417,0.076,0.174,0.035
S3_262,0.74,0.28,0.63,0.51,0.38,0.83,0.04,0.01,0.23,0.95,0.96,0.4,0.26,0.99,0.34,-0.393,-0.165,33.784,27.747,2.807,2.43,0.931,-0.824,-3.216,0.863,0.186,0.228,0.571,0.733
S3_263,0.52,0.83,0.21,0.66,0.26,0.88,0.03,0.66,0.27,0.12,0.95,0.87,0.25,0.62,0.27,-0.234,-0.158,32.888,30.215,2.08,1.924,0.941,-1.021,-2.486,0.308,0.412,0.704,0.574,0.556
S3_264,0.94,0.23,0.31,0.26,0.01,0.47,0.7,0.51,0.4,0.36,0.64,0.33,0.25,0.19,0.74,-0.34,-0.27,34.211,29.655,2.062,2.691,0.572,-0.715,-3.108,0.463,0.624,0.767,0.466,0.849
S3_265,0.93,0.55,0.63,0.28,0.96,0.52,0.1,0.59,0.27,0.44,0.4,0.76,0.8,0.31,0.92,-0.31,-0.223,28.8,26.325,2.18,1.469,0.843,-0.918,-2.956,0.691,0.789,0.05,0.226,0.496
S3_266,0.91,0.68,0.06,0.33,0.5,0.49,0.11,0.75,0.69,0.07,0.88,0.01,0.28,0.73,0.88,-0.328,-0.176,30.393,31.791,2.492,1.736,0.942,-0.647,-3.264,0.209,0.37,0.437,0.163,0.34
S3_267,0.37,0.42,0.96,0.04,0.43,0.47,0.28,0.02,0.27,0.0,0.5,0.29,0.77,0.27,0.48,-0.389,-0.131,25.348,28.405,2.832,2.386,0.554,-0.914,-3.131,0.729,0.087,0.074,0.198,0.2
S3_268,0.35,0.97,0.04,0.05,0.52,0.88,0.52,0.98,0.29,0.6,0.32,0.67,0.63,0.35,0.94,-0.273,-0.117,34.306,31.187,2.434,2.759,0.148,-0.841,-3.016,0.303,0.145,0.797,0.502,0.121
S3_269,0.05,0.49,0.36,0.26,0.74,0.58,0.69,0.73,0.73,0.09,0.2,0.98,0.9,0.11,0.8,-0.379,-0.262,33.589,31.448,2.109,1.212,0.459,-0.677,-2.495,0.2,0.078,0.104,0.88,0.431
S3_270,0.23,0.46,0.45,0.46,0.51,0.33,0.56,0.07,0.78,0.95,0.2,0.7,0.32,0.03,0.94,-0.4,-0.202,33.551,30.466,2.59,2.941,0.095,-0.697,-2.772,0.332,0.134,0.396,0.732,0.686
S3_271,0.31,0.81,0.66,0.93,0.82,0.64,0.05,0.53,0.14,0.86,0.31,0.54,0.6,0.93,0.93,-0.397,-0.124,32.165,32.444,2.769,2.336,0.307,-0.996,-1.973,0.899,0.302,0.916,0.669,0.602
S3_272,0.92,0.03,0.9,0.18,0.72,0.85,0.22,0.77,0.71,0.95,0.32,0.2,0.62,0.22,0.55,-0.292,-0.182,29.354,25.258,2.102,2.967,0.467,-0.888,-2.21,0.971,0.711,0.032,0.247,0.019
S3_273,0.36,0.92,0.88,0.5,0.88,0.24,0.71,0.43,0.25,0.07,0.78,0.86,0.13,0.09,0.74,-0.292,-0.172,25.058,29.186,2.287,2.869,0.598,-0.646,-2.466,0.749,0.165,0.643,0.744,0.058
S3_274,0.96,0.51,0.1,0.88,1.0,0.49,0.08,0.83,0.99,0.69,0.45,0.92,0.84,0.74,0.89,-0.377,-0.238,28.866,27.344,2.881,2.482,0.405,-1.078,-3.005,0.052,0.766,0.367,0.803,0.835
S3_275,0.88,0.4,0.19,0.53,0.17,0.41,0.12,0.86,0.17,0.02,0.06,0.41,0.56,0.02,0.49,-0.373,-0.206,25.773,26.558,2.864,1.785,0.5,-1.083,-1.98,0.197,0.594,0.733,0.458,0.664
S3_276,0.47,0.63,0.85,0.32,0.21,0.71,0.38,0.33,0.26,0.56,0.88,0.58,0.25,0.84,0.95,-0.381,-0.13,30.98,27.291,2.034,2.206,0.566,-0.87,-3.359,0.143,0.56,0.782,0.724,0.105
S3_277,0.78,0.14,0.15,0.34,0.54,0.22,0.9,0.05,0.07,0.89,0.48,0.38,0.18,0.18,0.69,-0.254,-0.16,31.725,33.862,2.991,1.88,0.649,-0.991,-3.247,0.676,0.226,0.401,0.67,0.047
S3_278,0.4,0.34,0.21,0.21,0.19,0.2,0.79,0.46,0.5,0.52,0.33,0.92,0.08,0.52,0.45,-0.399,-0.246,31.04,34.26,2.623,1.298,0.289,-0.764,-2.342,0.199,0.053,0.096,0.066,0.624
S3_279,0.91,0.8,0.05,0.55,0.6,0.47,0.58,0.4,0.99,0.96,0.29,0.07,0.35,0.89,0.56,-0.244,-0.221,27.928,26.506,2.579,1.867,0.155,-0.872,-2.478,0.35,0.846,0.924,0.177,0.579
S3_280,0.64,0.21,0.23,0.93,0.41,0.12,0.17,0.31,0.95,0.98,0.29,0.77,0.94,0.94,0.03,-0.246,-0.147,33.954,32.146,2.764,2.745,0.121,-0.631,-3.053,0.934,0.469,0.868,0.668,0.008
S3_281,0.98,0.63,0.87,0.86,0.26,0.08,0.18,0.54,0.53,0.45,0.75,0.16,0.05,0.68,0.15,-0.398,-0.25,29.63,32.483,2.421,1.266,0.474,-0.955,-1.931,0.683,0.152,0.369,0.665,0.583
S3_282,0.14,0.92,0.83,0.6,0.0,0.14,0.56,0.56,0.77,0.84,0.36,0.8,0.49,0.71,0.53,-0.386,-0.158,25.508,29.069,2.256,1.988,0.73,-0.672,-2.358,0.161,0.194,0.326,0.378,0.493
S3_283,0.72,0.84,0.6,0.91,0.86,0.81,0.91,0.78,0.65,0.82,0.49,0.36,0.83,0.71,0.17,-0.338,-0.125,29.483,29.394,2.848,2.373,0.444,-0.993,-1.613,0.663,0.575,0.594,0.08,0.794
S3_284,0.71,0.78,0.15,0.57,0.46,0.2,0.35,0.71,0.52,0.67,0.11,0.15,0.17,0.13,0.62,-0.24,-0.239,32.745,27.801,2.472,1.523,0.026,-0.912,-1.823,0.205,0.601,0.125,0.252,0.317
S3_285,0.8,0.13,0.44,0.82,0.39,0.53,0.52,0.76,0.98,0.33,0.8,0.49,0.92,0.05,0.68,-0.351,-0.231,32.067,32.565,2.702,1.335,0.856,-1.074,-2.781,0.135,0.169,0.563,0.165,0.606
S3_286,0.39,0.7,0.09,0.5,0.62,0.42,0.85,0.88,0.88,0.03,0.64,0.91,0.61,0.11,0.01,-0.289,-0.199,31.105,32.843,2.457,1.149,0.758,-0.673,-1.396,0.006,0.013,0.568,0.398,0.065
S3_287,0.3,0.4,0.36,0.88,0.52,0.05,0.19,0.02,0.11,0.26,0.24,0.63,0.25,0.32,0.47,-0.384,-0.14,25.242,32.197,2.159,1.976,0.169,-0.729,-2.538,0.362,0.384,0.522,0.151,0.871
S3_288,0.57,0.25,0.69,0.72,0.52,0.98,0.48,0.6,0.31,0.58,0.83,0.72,0.82,0.39,0.56,-0.31,-0.178,32.108,34.984,2.462,1.592,0.264,-0.874,-3.159,0.215,0.068,0.003,0.454,0.078
S3_289,0.16,0.13,0.33,0.74,0.4,0.77,0.1,0.5,0.54,0.99,0.26,0.12,0.97,0.12,0.08,-0.314,-0.27,26.06,34.062,2.13,1.795,0.339,-0.687,-1.563,0.14,0.137,0.123,0.345,0.714
S3_290,0.04,0.51,0.75,0.5,0.79,0.72,0.64,0.85,0.28,0.73,0.94,0.81,0.2,0.92,0.91,-0.315,-0.202,29.186,30.528,2.697,2.134,0.057,-0.802,-2.741,0.274,0.279,0.587,0.535,0.737
S3_291,0.8,0.02,0.4,0.17,0.41,0.37,0.51,0.5,0.11,0.36,0.55,0.46,0.35,0.57,0.48,-0.292,-0.214,34.927,34.24,2.716,2.676,0.201,-1.097,-3.134,0.067,0.272,0.305,0.437,0.209
S3_292,0.51,0.9,0.46,0.44,0.69,0.74,0.97,0.57,0.06,0.23,0.22,0.97,0.09,0.44,0.67,-0.322,-0.219,28.158,28.361,2.389,1.954,0.059,-0.819,-1.926,0.757,0.118,0.345,0.078,0.991
S3_293,0.59,0.47,0.03,0.37,0.67,0.54,0.85,0.51,0.8,0.35,0.25,0.21,0.11,0.95,0.68,-0.277,-0.265,32.648,30.125,2.656,1.578,0.186,-0.936,-1.446,0.427,0.979,0.941,0.138,0.918
S3_294,0.37,0.81,0.99,0.43,0.81,0.45,0.36,0.03,0.41,0.54,0.64,0.65,0.19,0.6,0.01,-0.354,-0.215,26.726,33.373,2.551,2.933,0.618,-0.814,-1.9,0.846,0.049,0.841,0.59,0.805
S3_295,0.32,0.26,0.12,1.0,0.84,0.58,0.76,0.24,0.59,0.32,1.0,0.7,0.62,0.95,0.23,-0.404,-0.129,34.378,29.137,2.521,1.96,0.7,-0.851,-1.718,0.385,0.516,0.668,0.103,0.091
S3_296,0.75,0.21,0.71,0.31,0.02,0.54,0.43,0.47,0.55,0.15,0.8,0.09,0.61,0.08,0.99,-0.387,-0.138,30.272,28.224,2.901,2.636,0.174,-1.106,-2.474,0.204,0.819,0.093,0.694,0.183
S3_297,0.83,0.43,0.74,0.46,0.36,0.45,0.6,0.87,0.07,0.71,0.97,0.8,0.68,0.1,0.15,-0.253,-0.272,32.736,30.781,2.217,2.4,0.602,-1.001,-1.642,0.433,0.605,0.594,0.443,0.964
S3_298,0.77,0.07,0.8,0.88,0.96,0.48,0.7,0.13,0.95,0.4,0.35,0.12,0.69,0.83,0.46,-0.264,-0.272,29.104,25.76,2.444,1.755,0.221,-0.758,-2.269,0.032,0.64,0.877,0.351,0.064
S3_299,0.02,0.41,0.48,0.2,0.59,0.27,0.66,0.16,0.32,0.42,0.71,0.41,0.91,0.31,0.43,-0.307,-0.191,26.312,27.126,2.563,1.607,0.171,-0.871,-2.453,0.508,0.278,0.729,0.207,0.499
S3_300,0.28,0.87,0.31,0.3,0.47,0.18,0.66,0.12,0.88,0.33,0.88,0.27,0.13,0.74,0.12,-0.368,-0.143,28.493,27.63,2.3,2.265,0.194,-0.694,-3.097,0.653,0.168,0.075,0.095,0.91
S3_301,0.47,0.56,0.37,0.91,1.0,0.55,0.68,0.94,0.86,0.88,0.36,0.37,0.7,0.29,0.07,-0.276,-0.214,25.031,33.901,2.695,1.164,0.634,-0.669,-2.171,0.976,0.678,0.356,0.416,0.839
S3_302,0.15,0.36,0.38,0.04,0.43,0.66,0.74,0.64,0.18,0.94,0.71,0.09,0.4,0.73,0.62,-0.33,-0.171,26.529,34.043,2.6,1.653,0.994,-0.719,-2.891,0.128,0.761,0.19,0.891,0.732
S3_303,0.85,0.71,0.03,0.69,0.24,0.48,0.36,0.24,0.42,0.98,0.34,0.83,0.32,0.96,0.86,-0.264,-0.229,26.166,34.192,2.089,1.045,0.807,-0.793,-1.835,0.039,0.474,0.645,0.242,0.273
S3_304,0.13,0.33,0.07,0.7,0.82,0.06,0.62,0.28,0.04,0.96,0.75,0.81,0.1,0.21,0.37,-0.398,-0.213,28.597,29.119,2.097,1.635,0.075,-0.959,-3.251,0.758,0.005,0.873,0.107,0.356
S3_305,0.85,0.78,0.98,0.44,0.24,0.62,0.71,0.39,0.97,1.0,0.26,0.83,0.76,0.75,0.43,-0.295,-0.236,28.359,28.217,2.568,1.232,0.1,-0.626,-1.818,0.886,0.546,0.871,0.648,0.919
S3_306,0.78,0.43,0.7,0.83,0.48,0.86,0.13,0.95,0.95,0.28,0.77,0.89,0.44,0.05,0.04,-0.264,-0.218,32.669,31.853,2.233,1.039,0.946,-0.693,-2.08,0.377,0.7,0.11,0.23,0.961
S3_307,0.81,0.26,0.08,0.1,0.57,0.92,0.94,0.46,0.5,0.05,0.42,0.4,0.47,0.63,0.44,-0.258,-0.163,28.043,32.815,2.839,1.543,0.291,-0.96,-1.657,0.257,0.814,0.842,0.778,0.808
S3_308,0.64,0.4,0.27,1.0,0.18,0.68,0.06,0.68,0.33,0.2,0.69,0.57,0.67,0.17,0.75,-0.404,-0.146,31.257,34.648,2.423,2.931,0.664,-0.82,-3.22,0.264,0.002,0.249,0.484,0.655
S3_309,0.28,0.06,0.95,0.11,0.76,0.97,0.45,0.05,0.2,0.63,0.82,0.47,0.49,0.97,0.34,-0.315,-0.168,27.758,30.616,2.131,2.378,0.231,-0.91,-2.585,0.459,0.713,0.176,0.031,0.645
S3_310,0.3,0.44,0.39,0.79,0.22,0.04,0.63,0.84,0.45,0.89,0.49,0.86,0.98,0.22,0.99,-0.382,-0.229,30.17,32.617,2.477,2.613,0.714,-0.848,-3.305,0.314,0.652,0.569,0.285,0.464
S3_311,0.95,0.58,0.33,0.62,0.07,0.94,0.25,0.51,0.37,0.27,0.28,0.32,0.6,0.96,0.06,-0.343,-0.271,25.901,26.747,2.218,2.44,0.642,-0.941,-1.616,0.238,0.29,0.34,0.238,0.349
S3_312,0.16,0.24,0.93,0.95,0.02,0.52,0.28,0.21,0.73,0.6,0.65,0.03,0.96,0.02,0.82,-0.396,-0.113,34.139,33.855,2.344,2.591,0.596,-0.679,-2.371,0.084,0.568,0.205,0.941,0.11
S3_313,0.4,0.42,0.98,0.67,0.32,0.56,0.25,0.09,0.1,0.59,0.87,0.43,0.18,0.37,0.63,-0.345,-0.184,34.543,31.043,2.958,1.325,0.213,-0.908,-1.526,0.752,0.604,0.732,0.908,0.552
S3_314,0.09,0.88,0.2,0.85,0.14,0.99,0.24,0.35,0.08,0.69,0.45,0.69,0.59,0.3,0.96,-0.297,-0.148,32.766,29.261,2.718,2.852,0.375,-0.972,-2.574,0.522,0.306,0.21,0.316,0.671
S3_315,0.17,0.54,0.55,0.88,0.72,0.24,0.44,0.13,0.81,0.47,0.76,0.66,0.37,0.79,0.36,-0.348,-0.123,25.971,34.736,2.874,2.862,0.801,-0.649,-1.808,0.868,0.94,0.498,0.146,0.591
S3_316,0.11,0.66,0.94,0.14,0.44,0.13,1.0,0.65,0.36,0.44,0.22,0.21,0.91,0.13,0.67,-0.317,-0.143,26.866,31.133,2.855,2.416,0.675,-0.644,-3.296,0.452,0.549,0.216,0.955,0.895
S3_317,0.26,0.27,0.24,0.23,0.76,0.6,0.65,0.43,0.33,0.25,0.03,0.78,0.85,0.9,0.64,-0.311,-0.12,30.094,31.313,2.869,1.823,0.578,-1.011,-2.85,0.916,0.347,0.784,0.406,0.784
S3_318,0.63,0.15,0.78,0.72,0.13,0.19,0.98,0.66,0.22,0.43,0.61,0.64,0.35,0.53,0.58,-0.235,-0.217,32.249,33.263,2.158,2.989,0.981,-0.967,-1.846,0.664,0.716,0.898,0.392,0.7
S3_319,0.97,0.7,0.92,0.35,0.07,0.73,0.49,0.19,0.31,0.45,0.19,0.34,0.27,0.92,0.34,-0.401,-0.256,29.787,29.847,2.79,1.909,0.299,-0.884,-3.211,0.694,0.162,0.465,0.421,0.914
S3_320,0.22,0.54,0.89,0.01,0.84,0.32,0.23,0.15,0.91,0.67,0.59,0.11,0.01,0.33,0.91,-0.262,-0.259,26.254,29.049,2.009,1.974,0.958,-0.903,-3.009,0.34,0.081,0.17,0.4,0.149
S3_321,0.33,0.1,1.0,0.43,0.09,0.23,0.69,0.66,0.06,0.12,0.23,0.03,0.37,0.83,0.63,-0.306,-0.149,30.151,26.672,2.875,2.964,0.992,-0.736,-3.277,0.747,0.886,0.084,0.626,0.32
S3_322,0.84,0.41,0.48,0.22,0.58,0.36,0.36,0.28,0.65,0.27,0.24,0.35,0.07,0.87,0.85,-0.302,-0.251,30.216,30.173,2.25,1.467,0.416,-0.867,-3.075,0.146,0.154,0.991,0.914,0.497
S3_323,0.67,0.65,0.24,0.41,0.58,0.54,0.25,0.38,0.74,0.76,0.17,0.37,0.03,0.98,0.03,-0.348,-0.274,27.628,33.626,2.741,1.363,0.182,-1.077,-1.776,0.77,0.218,0.001,0.883,0.042
S3_324,0.1,0.81,0.45,0.82,0.59,0.81,0.01,0.35,0.48,0.51,0.27,0.44,0.63,0.81,0.88,-0.312,-0.166,28.465,25.566,2.492,2.449,0.955,-1.029,-1.814,0.411,0.297,0.939,0.389,0.109
S3_325,0.21,0.04,0.5,0.35,0.55,0.74,0.21,0.26,0.14,0.28,0.5,0.57,0.87,0.53,0.89,-0.353,-0.191,28.932,26.164,2.528,1.263,0.876,-0.869,-1.53,0.888,0.839,0.889,0.987,0.847
S3_326,0.08,0.01,0.27,0.71,0.98,0.07,0.23,0.43,0.04,0.38,0.77,0.94,0.77,0.79,0.18,-0.286,-0.176,31.148,34.268,2.378,1.279,0.364,-0.742,-1.956,0.966,0.399,0.977,0.321,1.0
S3_327,0.2,0.43,0.77,0.03,0.17,0.36,0.47,0.37,0.94,0.29,0.84,0.38,0.27,0.31,0.94,-0.405,-0.247,27.721,26.283,2.826,2.093,0.113,-0.813,-1.859,0.218,0.824,0.545,0.08,0.18
S3_328,0.79,0.92,0.61,0.35,0.34,0.22,0.79,0.36,0.59,0.91,0.29,0.39,0.46,0.1,0.18,-0.376,-0.236,31.33,27.275,2.721,1.611,0.124,-1.05,-3.243,0.269,0.776,0.702,0.087,0.72
