FR10 44  1 4 1 3  actuals/forecasts for combustible waste
FR11 44  1 4 1 3  actuals/forecasts for biofuels
FR12 44  1 4 1 3  actuals/forecasts for hydrogen
FR5H 44  1 4 1    exogenous middle distillates use, in thousand toe
FR2H 44  1 4 1    exogenous coke use, in thousand toe
FR3H 44  1 4 1    exogenous crude/lpg, in thousand toe
FR6H 44  1 4 1    exogenous derived gas, in thousand toe
FR9H 44  1 4 1    exogenous heat, in thousand toe
FRWH 44  1 4 1    exogenous waste use, in thousand toe
FRHH 44  1 4 1    exogenous hydrogen use, in thousand toe
F5H1 44  1 4 1    lagged exogenous middle distillates use, in thousand toe
MU01 63  1 4 1    Domestic Material Input of food (DMI, thousands of tonnes)
MU11 63  1 4 1    lagged MU01
MU02 63  1 4 1    Domestic Material Input of feed (DMI, thousands of tonnes)
MU21 63  1 4 1    lagged MU02
MU03 63  1 4 1    Domestic Material Input of wood (DMI, thousands of tonnes)
MU31 63  1 4 1    lagged MU03
MU04 63  1 4 1    Domestic Material Input of construction minerals (DMI, thousands of tonnes)
MU41 63  1 4 1    lagged MU04
MU05 63  1 4 1    Domestic Material Input of industrial minerals (DMI, thousands of tonnes)
MU51 63  1 4 1    lagged MU05
MU06 63  1 4 1    Domestic Material Input of Ferrous ores (DMI, thousands of tonnes)
MU61 63  1 4 1    lagged MU06
MU07 63  1 4 1    Domestic Material Input of Non-ferrour ores (thousands of tonnes)
MU71 63  1 4 1    lagged MU07
MU08 63  1 4 1    Production of water (thousands of tonnes)
MU81 63  1 4 1    lagged MU08
MU09 63  1 4 1    Production of waste (thousands of tonnes)
MU91 63  1 4 1    lagged MU09
MU1A 63  1 4 1    Actuals for MU01
MU2A 63  1 4 1    Actuals for MU02
MU3A 63  1 4 1    Actuals for MU03
MU4A 63  1 4 1    Actuals for MU04
MU5A 63  1 4 1    Actuals for MU05
MU6A 63  1 4 1    Actuals for MU06
MU7A 63  1 4 1    Actuals for MU07
MU8A 63  1 4 1    Actuals for MU08
MU9A 63  1 4 1    Actuals for MU09
MUR  63  1 4 1    Total DMI by material user (Eurostat definition)
MUD1 63  1 4 1    Domestic Extraction used, food (DE, thousands of tonnes)
MD11 63  1 4 1    lagged MUD1
MUD2 63  1 4 1    Domestic Extraction used, feed (DE, thousands of tonnes)
MD21 63  1 4 1    lagged MUD2
MUD3 63  1 4 1    Domestic Extraction used, wood (DE, thousands of tonnes)
MD31 63  1 4 1    lagged MUD3
MUD4 63  1 4 1    Domestic Extraction used, construction minerals (DE, thousands of tonnes)
MD41 63  1 4 1    lagged MUD4
MUD5 63  1 4 1    Domestic Extraction used, industrial minerals (DE, thousands of tonnes)
MD51 63  1 4 1    lagged MUD5
MUD6 63  1 4 1    Domestic Extraction used, ferrous ores (DE, thousands of tonnes)
MD61 63  1 4 1    lagged MUD6
MUD7 63  1 4 1    Domestic Extraction used, non-ferrous ores (DE, thousands of tonnes)
MD71 63  1 4 1    lagged MUD7
MUD8 63  1 4 1    Domestic Extraction used, Water (DE, thousands of tonnes)
MD81 63  1 4 1    lagged MUD8
MUM1 63  1 4 1    Imports, food (thousands of tonnes)
MM11 63  1 4 1    lagged MUM1
MUM2 63  1 4 1    Imports, feed (thousands of tonnes)
MM21 63  1 4 1    lagged MUM2
MUM3 63  1 4 1    Imports, wood (thousands of tonnes)
MM31 63  1 4 1    lagged MUM3
MUM4 63  1 4 1    Imports, construction minerals (thousands of tonnes)
MM41 63  1 4 1    lagged MUM4
MUM5 63  1 4 1    Imports, industrial minerals (thousands of tonnes)
MM51 63  1 4 1    lagged MUM5
MUM6 63  1 4 1    Imports, iron ores (thousands of tonnes)
MM61 63  1 4 1    lagged MUM6
MUM7 63  1 4 1    Imports, non-ferrous ores (thousands of tonnes)
MM71 63  1 4 1    lagged MUM7
MUM8 63  1 4 1    Imports, Water (thousands of tonnes)
MM81 63  1 4 1    lagged MUM8
MUF1 63  1 4 1    Domestic Material Input of coal (DMI, thousands of tonnes)
MUF2 63  1 4 1    Domestic Material Input of oil (DMI, thousands of tonnes)
MUF3 63  1 4 1    Domestic Material Input of gas (DMI, thousands of tonnes)
MFD1 63  1 4 1    Extraction of coal (DE, thousands of tonnes)
MFD2 63  1 4 1    Extraction of oil (DE, thousands of tonnes)
MFD3 63  1 4 1    Extraction of gas (DE, thousands of tonnes)
MFM1 63  1 4 1    Imports of coal (thousands of tonnes)
MFM2 63  1 4 1    Imports of oil (thousands of tonnes)
MFM3 63  1 4 1    Imports of gas (thousands of tonnes)
MFR  65  1 4 1    DMC, fuels (thousands of tonnes)
MFRR 65  1 6 1    residuals for MFR
MFRD 65  1 4 1    Domestic Extraction of fuels (thousands of tonnes)
MFDL 65  1 4 1    Lagged MFRD (MFD1 is extraction of coal)
MFRM 65  1 4 1    Imports of fuels (thousands of tonnes)
MFML 65  1 4 1    Lagged MFRM (MFM1 is imports of coal)
MFRX 65  1 4 1    Exports of fuels (thousands of tonnes)
MFX1 65  1 4 1    Lagged MFRX
MFSC 65  1 6 1    Coal sharing matrix - from FU(18) to agric, const and serv (IO data)
MFSO 65  1 6 1    Oil sharing matrix - from FU(18) to agric, const and serv (IO data)
MFSG 65  1 6 1    Gas sharing matrix - from FU(18) to agric, const and serv (IO data)
MUWP 63  1 4 1    Consumption of water from public supply (ie has IO feedback)
MUWS 63  1 6 1    Share of water from public supply
MUYC 63  2 6 1    Converter, 69 industry to material users
MYC2 63  2 6 1    Converter, 43 industry to material users
MURY 63  1 1 1    Gross output by material user
MUY1 63  1 1 1    Lagged MURY
MURK 63  1 1 1    Investment by material user
MURD 63  1 1 1    R&D by material user
PMTR 62  1 3 1    Prices of materials (no sector-specific), 2005=1
PMTL 62  1 3 1    Lagged PMTR (PMT1 is tax on food)
PMT1 63  1 6 1    Tax to be added to food costs (percentage of cost, eg 0.05 = 5%)
PMT2 63  1 6 1    Tax to be added to feed costs (percentage of cost, eg 0.05 = 5%)
PMT3 63  1 6 1    Tax to be added to wood costs (percentage of cost, eg 0.05 = 5%)
PMT4 63  1 6 1    Tax to be added to con min costs (percentage of cost, eg 0.05 = 5%)
PMT5 63  1 6 1    Tax to be added to ind min costs (percentage of cost, eg 0.05 = 5%)
PMT6 63  1 6 1    Tax to be added to iron & steel ores costs (percentage of cost, eg 0.05 = 5%)
PMT7 63  1 6 1    Tax to be added to non-ferrous ores costs (percentage of cost, eg 0.05 = 5%)
PMT8 63  1 6 1    Tax to be added to water costs (percentage of cost, eg 0.05 = 5%)
PW01 89  1 2 1    Tax (000s Euros per tonne) on animal & vegetal and waste
PW02 89  1 2 1    Tax (000s Euros per tonne) on common sludge
PW03 89  1 2 1    Tax (000s Euros per tonne) on minerals from construction
PW04 89  1 2 1    Tax (000s Euros per tonne) on mineral & solid waste
PW05 89  1 2 1    Tax (000s Euros per tonne) on metallic waste
PW06 89  1 2 1    Tax (000s Euros per tonne) on chemical waste
PW07 89  1 2 1    Tax (000s Euros per tonne) on glass, rubber & plastic waste
PW08 89  1 2 1    Tax (000s Euros per tonne) on wood, paper & textile waste
PW09 89  1 2 1    Tax (000s Euros per tonne) on discarded equipment waste
PW10 89  1 2 1    Tax (000s Euros per tonne) on mixed ordinary waste
MTR  62  1 4 1    Domestic Material Input of materials (material x region, thousands of tonnes)
RMT9  1  0 4 1    Regional DMC to unallocated material (animals, non-edible biomass)
RM9X  1  0 4 1    Regional exports of unallocated material (animals, non-edible biomass)
RDMC  1  0 4 1    Regional DMC, Eurostat/IFF measure (sum materials 1-7, + fuels)
RDMI  1  0 4 1    Regional DMI, Eurostat/IFF measure (sum materials 1-7, + fuels)
AWYR 49 60 6 1    World assumptions 2000-2100
AWSW 49  1 6 1    switch (%pa=1) (for interval solution when ISWY=1)
ARSX 48  1 6 1    switch (%pa=1) (for interval solution when ISWY=1) (ARSW is Sweden)
ARBE 48 60 6 1    assumptions for Belgium 2000-2050
ARDK 48 60 6 1    assumptions for Denmark 2000-2050
ARDE 48 60 6 1    assumptions for Germany 2000-2050
AREL 48 60 6 1    assumptions for Greece 2000-2050
ARES 48 60 6 1    assumptions for Spain 2000-2050
ARFR 48 60 6 1    assumptions for France 2000-2050
ARIE 48 60 6 1    assumptions for Ireland 2000-2050
ARIT 48 60 6 1    assumptions for Italy 2000-2050
ARLX 48 60 6 1    assumptions for Luxemburg 2000-2050
ARNL 48 60 6 1    assumptions for The Netherlands 2000-2050
ARAT 48 60 6 1    assumptions for Austria 2000-2050
ARPT 48 60 6 1    assumptions for Portugal 2000-2050
ARFI 48 60 6 1    assumptions for Finland 2000-2050
ARSW 48 60 6 1    assumptions for Sweden 2000-2050
ARUK 48 60 6 1    assumptions for UK 2000-2050
ARCZ 48 60 6 1    assumptions for Czech Republic 2000-2050
AREN 48 60 6 1    assumptions for Estonia 2000-2050
ARCY 48 60 6 1    assumptions for Cyprus 2000-2050
ARLV 48 60 6 1    assumptions for Latvia 2000-2050
ARLT 48 60 6 1    assumptions for Lithuania 2000-2050
ARHU 48 60 6 1    assumptions for Hungary 2000-2050
ARMT 48 60 6 1    assumptions for Malta 2000-2050
ARPL 48 60 6 1    assumptions for Poland 2000-2050
ARSI 48 60 6 1    assumptions for Slovenia 2000-2050
ARSK 48 60 6 1    assumptions for Slovakia 2000-2050
ARBG 48 60 6 1    assumptions for Bulgaria 2000-2050
ARRO 48 60 6 1    assumptions for Romania 2000-2050
ARNO 48 60 6 1    assumptions for Norway 2000-2050
ARCH 48 60 6 1    assumptions for Switzerland 2000-2050
ARIS 48 60 6 1    assumptions for Iceland 2000-2050
ARHR 48 60 6 1    assumptions for Croatia 2000-2050
ARTR 48 60 6 1    assumptions for Turkey 2000-2050
ARMK 48 60 6 1    assumptions for Macedonia 2000-2050
ARUS 48 60 6 1    assumptions for US 2000-2050
ARJA 48 60 6 1    assumptions for Japan 2000-2050
ARCA 48 60 6 1    assumptions for Canada 2000-2050
ARAU 48 60 6 1    assumptions for Australia 2000-2050
ARNZ 48 60 6 1    assumptions for New Zealand 2000-2050
ARRS 48 60 6 1    assumptions for Russia 2000-2050
ARRA 48 60 6 1    assumptions for Rest annex 1 2000-2050
ARCN 48 60 6 1    assumptions for China 2000-2050
ARIN 48 60 6 1    assumptions for India 2000-2050
ARMX 48 60 6 1    assumptions for Mexico 2000-2050
ARBR 48 60 6 1    assumptions for Brazil 2000-2050
ARAR 48 60 6 1    assumptions for Argentina 2000-2050
ARCO 48 60 6 1    assumptions for Colombia 2000-2050
ARLA 48 60 6 1    assumptions for Rest of Latin America 2000-2050
ARKR 48 60 6 1    assumptions for Korea 2000-2050
ARTW 48 60 6 1    assumptions for Taiwan 2000-2050
ARID 48 60 6 1    assumptions for Indonesia 2000-2050
ARAS 48 60 6 1    assumptions for Restof ASEAN 2000-2050
AROP 48 60 6 1    assumptions for OPEC 2000-2050
ARRW 48 60 6 1    assumptions for Rest World 2000-2050
ARUE 48 60 6 1    assumptions for Ukraine 2000-2050
ARSD 48 60 6 1    assumptions for Saudi Arabia 2000-2050
ARNG 48 60 6 1    assumptions for Nigeria 2000-2050
ARSA 48 60 6 1    assumptions for South Africa 2000-2050
AROC 48 60 6 1    assumptions for Central Africa OPEC 2000-2050
ARON 48 60 6 1    assumptions for North Africa OPEC 2000-2050
ARMY 48 60 6 1    assumptions for Malaysia 2000-2050
ARKZ 48 60 6 1    assumptions for Kazakhstan 2000-2050
ARAN 48 60 6 1    assumptions for Rest of North Africa 2000-2050
ARAC 48 60 6 1    assumptions for Rest of Central Africa 2000-2050
ARAW 48 60 6 1    assumptions for Rest of West Africa 2000-2050
ARAE 48 60 6 1    assumptions for Rest East Africa 2000-2050
ARZA 48 60 6 1    assumptions for Rest of Southern Africa 2000-2050
AREG 48 60 6 1    assumptions for Egypt 2000-2050
ARDC 48 60 6 1    assumptions for Democratic Republic of the Congo 2000-2050
ARKE 48 60 6 1    assumptions for Kenya 2000-2050
ARUA 48 60 6 1    assumptions for UAE 2000-2050
ARXX 48 60 6 1    assumptions for Dummy 2000-2050
ASYR 50 60 6 1    special e3me assumptions (not used)
SFLT 90  0 6 1    number of LT parameters for stochastic functions
SFSW 90  1 6 1    stochastic fn. calibration switch =0 no action, =1 calibrate
QYCA  2  2 6 1    Temp var for checking IO table in UK
QYCB  2  2 6 1    Temp var for checking IO table in CZ
KRXF 16  1 1 1    switch
QEXX  2  1 1 1    exogenous change of product external exports (addition)
QEMX  2  1 1 1    exogenous change of product external imports (addition)
QIXX  2  1 1 1    exogenous change of product internal exports (addition)
QIMX  2  1 1 1    exogenous change of product internal imports (addition)
FCPE 44  1 4 1    process emissions by fuel user, th tC
FCPC 44  1 6 1    process emissions coefficient, per unit of output, by fuel user
QQ64  2  2 1 1    dual classifications converter from 69 to 43 sectors
QQ46  2  1 1 1    dual classifications converter from 43 to 69 sectors
TRA   1 38 1 1    bilateral trade data (not used but required for function)
TAA   1 38 1 1    bilateral trade actuals (not used but required for function)
QRBI 38  1 1 1    matrix for checking bilateral trade results
RQBI  1 38 1 1    matrix for checking bilateral trade results
RRBI  1  1 6 1    bilateral trade shares
QRBX 38  1 1 1    matrix for checking bilateral trade results (exports)
RQBX  1 38 1 1    matrix for checking bilateral trade results (exports)
MGEU 54  0 5 1    European total Electricty Generation by technology (GWh/y)
MKEU 54  0 5 1    European total Generation by technology (GWh/y)
MEWG 54  1 5 1    Electricty Generation by technology (GWh/y)
MEWK 54  1 5 1    Electricity Capacity by technology (GW)
MWKA 54  1 5 1    Exogenous Electricity Capacity by technology (GW)
MEWL 54  1 6 1    Electricity Load Factors by Technology
MEWS 54  1 6 1    Electricity technology Shares of Capacity
MES1 54  1 6 1    Electricity technology Share Limits1
MES2 54  1 6 1    Electricity technology Share Limits2
MEWC 54  1 6 1    LCOE bare, no policies, no carbon cost (2013$/MWh)
MECW 54  1 6 1    LCOE bare, no policies, with carbon cost (2013$/MWh)
METC 54  1 6 1    LCOE (as seen by investors) incl carbon price, subsidies, FiT (2013$/MWh)
MECD 54  1 6 1    MEWC standard deviation
MTCD 54  1 6 1    METC standard deviation
MECS 54  1 6 1    LCOE incl. carbon price incl subsidies no FiT (2013$/MWh)
MECC 54  1 6 1    LCOE (for price) no carbon price incl subsidies incl CF (2013$/MWh)
MEWI 54  1 5 1    New constructions of electricity capacity by technology (GW)
MEWW 54  0 5 1    Cumulative world investment in electricity technology by technology (GW)
MEWB 54 54 6 1    Spillover learning matrix
MEWT 54  1 6 1    Technology subsidy (percent of investment term)
MEFI 54  1 6 1    Technology feed-in tariff (subsidy percent of diff. LCOE to electricity price)
MWSL 54  1 6 1    Lagged technology shares MEWS
MWKL 54  1 5 1    Lagged electrcity technology capacity MEWK (GW)
MTCL 54  1 6 1    Lagged LCOE including taxes METC (2013$/MWh)
MTDL 54  1 6 1    Lagged LCOE std including taxes MTCD (2013$/MWh)
MWWL 54  0 5 1    Lagged cumulative investment MEWW (GW)
MWLL 54  1 6 1    Lagged capacity factors MEWL
MEWE 54  1 5 1    Emissions by power technology (MtCO2)
MEWP 19  1 6 1    FTT Marginal costs of fuels (2013$/GJ)
MEWD 19  1 5 1    FTT demand for fuels (PJ)
MEPD 61  1 6 1    FTT Total Primary Energy Demand by resource type (PJ)
MERC 61  1 6 1    FTT Resource prices or costs (2013$/GJ or 2013$/MWh)
MWDL 19  1 6 1    Lagged demand MEWD
MRCL 61  1 6 1    Lagged MERC
MRED 61  1 5 1    Natural resources and REN full technical potentials (PJ)
MRES 61  1 5 1    Fossil reserves and REN remaining technical potentials (PJ)
MEWA 54  1 6 1    FTT:Power time constant matrix
MEWR 54  1 6 1    Technology capacity regulation (in GW)
MCSC 61  1 6 1    FTT database natural energy resources
MCET 54  1 6 1    FTT:Power power technology costs
MWLO 54  1 6 1    Actual starting capacity factors
MWFC 54  1 6 1    Fuel cost component of the LCOE (2013$/MWh)
MWIC 54  1 6 1    Investment cost component of the LCOE (2013$/kW)
MCFC 54  1 6 1    Capacity factor scaling component of the LCOE
MCOC 54  1 6 1    Carbon cost component of the LCOE (2013$/MWh)
MJEF 19  1 4 1    FTT:Power fuel use for El. generation (th toe)
MWIY 54  1 5 1    Investment in new generation capacity (2010 mEuro)
MESC 54  1 5 1    Cost of early scrapping power equipment (2010 mEuro)
MESL 54  1 5 1    Lagged MESC
MELF 54  1 6 1    Lifetime of power equipment (y)
MJEP 19  1 6 1    FTT:Power marginal cost of fuels (current $/toe)
MJPL 19  1 6 1    FTT:Power lagged marginal cost of fuels (current $/toe)
MCCS 54 19 5 1    FTT:Power Technology to Fuel Use conversion matrices incl CCS
MJET 54 19 5 1    FTT:Power Technology to Fuel Use conversion matrices excl CCS
MJCO 19  1 6 1    FTT:Power fuel use that produces emissions incl CCS (th toe)
MCO2 32  1 5 1    Global emissions including FTT:Power results (Mt CO2)
MGIN  1  0 2 1    FTT:Power income from sale of emissions allowances (m$)
MGSP  1  0 2 1    FTT:Power Gov expenditure on tech investment subsidies (m$)
MSWC  1  0 6 1    Average system costs,LCOE bare, no policies, no carbon cost (2013$/MWh)
MSCW  1  0 6 1    Average system costs,LCOE bare, no policies, with carbon cost (2013$/MWh)
MSTC  1  0 6 1    Average system costs,LCOE (as seen by investors) incl carbon price, subsidies, FiT (2013$/MWh)
MSCS  1  0 6 1    Average system costs,LCOE incl. carbon price incl subsidies no FiT (2013$/MWh)
MSCC  1  0 6 1    Average system costs,LCOE (for price) no carbon price incl subsidies incl CF (2013$/MWh)
MPTR 61  1 6 1    Resource production to reserve ratio (eg. 1/42 42 years to deplete current reserves (not resources)
MWMC 54  1 6 1    FTT Marginal costs power generation ($/MWh)
MMCD 54  1 6 1    FTT STD Marginal costs power generation ($/MWh)
MEC1 54  1 6 1    TLCOE load band 1 ($/MWh)
MEC2 54  1 6 1    TLCOE load band 2 ($/MWh)
MEC3 54  1 6 1    TLCOE load band 3 ($/MWh)
MEC4 54  1 6 1    TLCOE load band 4 ($/MWh)
MEC5 54  1 6 1    TLCOE load band 5 ($/MWh)
MEC6 54  1 6 1    TLCOE load band 6 ($/MWh)
MGLB 69  1 5 1    Generation share by load band (-)
MKLB 69  1 5 1    Capacity share by load band (-)
MWG1 54  1 5 1    Generation load band 1 (GWh/y)
MWG2 54  1 5 1    Generation load band 2 (GWh/y)
MWG3 54  1 5 1    Generation load band 3 (GWh/y)
MWG4 54  1 5 1    Generation load band 4 (GWh/y)
MWG5 54  1 5 1    Generation load band 5 (GWh/y)
MWG6 54  1 5 1    Generation load band 6 (GWh/y)
MWDD 54 69 5 1    Matrix of load band tech suitability NETxNLB
MWDT 54 69 5 1    Matrix of tech top load band NETxNLB
MCRT  1  0 6 1    Variable Renewables curtailment (% of generation)
MGAM 54  1 1 1    Gamma values ($/MWh)
MT01  1 58 6 1    Tax to be added to food costs (percentage of cost, eg 0.05 = 5%)
MT02  1 58 6 1    Tax to be added to feed costs (percentage of cost, eg 0.05 = 5%)
MT03  1 58 6 1    Tax to be added to wood costs (percentage of cost, eg 0.05 = 5%)
MT04  1 58 6 1    Tax to be added to con min costs (percentage of cost, eg 0.05 = 5%)
MT05  1 58 6 1    Tax to be added to ind min costs (percentage of cost, eg 0.05 = 5%)
MT06  1 58 6 1    Tax to be added to ferrous-ores costs (percentage of cost, eg 0.05 = 5%)
MT07  1 58 6 1    Tax to be added to non-ferrous costs (percentage of cost, eg 0.05 = 5%)
MEDS 63 62 4 1    Material excise duty exemption share (full exemption=0, half 0.5, full tax=1)
MMTR 62  1 4 1    Maximum domestic material input (DE+imports)thousands of tonnes (set to 0 for no maximum constraint)
MU1X 63  1 4 1    Exogenous consumption of MU01 (thousands of tonnes)
MU2X 63  1 4 1    Exogenous consumption of MU02 (thousands of tonnes)
MU3X 63  1 4 1    Exogenous consumption of MU03 (thousands of tonnes)
MU4X 63  1 4 1    Exogenous consumption of MU04 (thousands of tonnes)
MU5X 63  1 4 1    Exogenous consumption of MU05 (thousands of tonnes)
MU6X 63  1 4 1    Exogenous consumption of MU06 (thousands of tonnes)
MU7X 63  1 4 1    Exogenous consumption of MU07 (thousands of tonnes)
MU8X 63  1 4 1    Exogenous consumption of MU08 (thousands of tonnes)
MU9X 63  1 4 1    Exogenous consumption of MU09 (thousands of tonnes)
MUX1 63  1 4 1    Exports, food (thousands of tonnes)
MX11 63  1 4 1    Lagged exports, food (thousands of tonnes)
MUX2 63  1 4 1    Exports, feed (thousands of tonnes)
MX21 63  1 4 1    Lagged exports, feed (thousands of tonnes)
MUX3 63  1 4 1    Exports, wood (thousands of tonnes)
MX31 63  1 4 1    Lagged exports, wood (thousands of tonnes)
MUX4 63  1 4 1    Exports, construction minerals (thousands of tonnes)
MX41 63  1 4 1    Lagged exports, construction minerals (thousands of tonnes)
MUX5 63  1 4 1    Exports, industrial minerals (thousands of tonnes)
MX51 63  1 4 1    Lagged exports, industrial minerals (thousands of tonnes)
MUX6 63  1 4 1    Exports, iron ores (thousands of tonnes)
MX61 63  1 4 1    Lagged exports, iron ores (thousands of tonnes)
MUX7 63  1 4 1    Exports, non-ferrous ores (thousands of tonnes)
MX71 63  1 4 1    Lagged exports, non-ferrous ores (thousands of tonnes)
MUX8 63  1 4 1    Exports, waters (thousands of tonnes)
MX81 63  1 4 1    Lagged exports, waters (thousands of tonnes)
MUX9 63  1 4 1    Exports, unallocated (thousands of tonnes)
MX91 63  1 4 1    Lagged exports, unallocated (thousands of tonnes)
MDC1 63  1 4 1    Domestic Material Consumptions (DMC), food (thousands of tonnes)
MC11 63  1 4 1    Lagged DMC, food (thousands of tonnes)
MDC2 63  1 4 1    Domestic Material Consumptions (DMC), feed (thousands of tonnes)
MC21 63  1 4 1    Lagged DMC, feed (thousands of tonnes)
MDC3 63  1 4 1    Domestic Material Consumptions (DMC), wood (thousands of tonnes)
MC31 63  1 4 1    Lagged DMC, wood (thousands of tonnes)
MDC4 63  1 4 1    Domestic Material Consumptions (DMC), construction minerals (thousands of tonnes)
MC41 63  1 4 1    Lagged DMC, construction minerals (thousands of tonnes)
MDC5 63  1 4 1    Domestic Material Consumptions (DMC), industrial minerals (thousands of tonnes)
MC51 63  1 4 1    Lagged DMC, industrial minerals (thousands of tonnes)
MDC6 63  1 4 1    Domestic Material Consumptions (DMC), iron ores (thousands of tonnes)
MC61 63  1 4 1    Lagged DMC, iron ores (thousands of tonnes)
MDC7 63  1 4 1    Domestic Material Consumptions (DMC), non-ferrous ores (thousands of tonnes)
MC71 63  1 4 1    Lagged DMC, non-ferrous ores (thousands of tonnes)
MDC8 63  1 4 1    Domestic Material Consumptions (DMC), water (thousands of tonnes)
MC81 63  1 4 1    Lagged DMC, water (thousands of tonnes)
MDC9 63  1 4 1    Domestic Material Consumptions (DMC), unallocated (thousands of tonnes)
MC91 63  1 4 1    Lagged DMC, unallocated (thousands of tonnes)
MUI1 63  1 6 1    DMI Intensity (MU/MUYC), food
MUI2 63  1 6 1    DMI Intensity (MU/MUYC), feed
MUI3 63  1 6 1    DMI Intensity (MU/MUYC), wood
MUI4 63  1 6 1    DMI Intensity (MU/MUYC), construction minerals
MUI5 63  1 6 1    DMI Intensity (MU/MUYC), industrial minerals
MUI6 63  1 6 1    DMI Intensity (MU/MUYC), iron ores
MUI7 63  1 6 1    DMI Intensity (MU/MUYC), non-ferrous ores
MUI8 63  1 6 1    DMI Intensity (MU/MUYC), water
MUI9 63  1 6 1    DMI Intensity (MU/MUYC), unallocated
MI11 63  1 6 1    Lagged DMI Intensity (MU/MUYC), food
MI21 63  1 6 1    Lagged DMI Intensity (MU/MUYC), feed
MI31 63  1 6 1    Lagged DMI Intensity (MU/MUYC), wood
MI41 63  1 6 1    Lagged DMI Intensity (MU/MUYC), construction minerals
MI51 63  1 6 1    Lagged DMI Intensity (MU/MUYC), industrial minerals
MI61 63  1 6 1    Lagged DMI Intensity (MU/MUYC), iron ores
MI71 63  1 6 1    Lagged DMI Intensity (MU/MUYC), non-ferrous ores
MI81 63  1 6 1    Lagged DMI Intensity (MU/MUYC), water
MI91 63  1 6 1    Lagged DMI Intensity (MU/MUYC), unallocated
MI1A 63  1 6 1    Actual DMI intensity (MU/MUYC), food
MI2A 63  1 6 1    Actual DMI intensity (MU/MUYC), feed
MI3A 63  1 6 1    Actual DMI intensity (MU/MUYC), wood
MI4A 63  1 6 1    Actual DMI intensity (MU/MUYC), construction minerals
MI5A 63  1 6 1    Actual DMI intensity (MU/MUYC), industrial minerals
MI6A 63  1 6 1    Actual DMI intensity (MU/MUYC), iron ores
MI7A 63  1 6 1    Actual DMI intensity (MU/MUYC), non-ferrous ores
MI8A 63  1 6 1    Actual DMI intensity (MU/MUYC), water
MI9A 63  1 6 1    Actual DMI intensity (MU/MUYC), unallocated
MI1R 63  1 6 1    Residuals for DMI intensity, food
MI2R 63  1 6 1    Residuals for DMI intensity, feed
MI3R 63  1 6 1    Residuals for DMI intensity, wood
MI4R 63  1 6 1    Residuals for DMI intensity, construction minerals
MI5R 63  1 6 1    Residuals for DMI intensity, industrial minerals
MI6R 63  1 6 1    Residuals for DMI intensity, iron ores
MI7R 63  1 6 1    Residuals for DMI intensity, non-ferrous ores
MI8R 63  1 6 1    Residuals for DMI intensity, water
MI9R 63  1 6 1    Residuals for DMI intensity, unallocated
RUDE  1 62 6 1    Ratios of unused/used DE for each material
RHFM  1 62 6 1    Ratios of hidden flow import/import for each material
MDU1 63  1 4 1    Domestic Extraction unused, food (UDE, thousands of tonnes)
MDU2 63  1 4 1    Domestic Extraction unused, feed (UDE, thousands of tonnes)
MDU3 63  1 4 1    Domestic Extraction unused, wood (UDE, thousands of tonnes)
MDU4 63  1 4 1    Domestic Extraction unused, construction minerals (UDE, thousands of tonnes)
MDU5 63  1 4 1    Domestic Extraction unused, industrial minerals (UDE, thousands of tonnes)
MDU6 63  1 4 1    Domestic Extraction unused, iron ores (UDE, thousands of tonnes)
MDU7 63  1 4 1    Domestic Extraction unused, non-ferrous ores (UDE, thousands of tonnes)
MHF1 63  1 4 1    Import hidden flows, food (UFM-IMP, thousands of tonnes)
MHF2 63  1 4 1    Import hidden flows, feed (UFM-IMP, thousands of tonnes)
MHF3 63  1 4 1    Import hidden flows, wood (UFM-IMP, thousands of tonnes)
MHF4 63  1 4 1    Import hidden flows, construction minerals (UFM-IMP, thousands of tonnes)
MHF5 63  1 4 1    Import hidden flows, industrial minerals (UFM-IMP, thousands of tonnes)
MHF6 63  1 4 1    Import hidden flows, iron ores (UFM-IMP, thousands of tonnes)
MHF7 63  1 4 1    Import hidden flows, non-ferrous ores (UFM-IMP, thousands of tonnes)
TMR1 63  1 4 1    Total Material Requirements, food (TMR, thousands of tonnes)
TMR2 63  1 4 1    Total Material Requirements, feed (TMR, thousands of tonnes)
TMR3 63  1 4 1    Total Material Requirements, wood (TMR, thousands of tonnes)
TMR4 63  1 4 1    Total Material Requirements, construction minerals (TMR, thousands of tonnes)
TMR5 63  1 4 1    Total Material Requirements, industrial minerals (TMR, thousands of tonnes)
TMR6 63  1 4 1    Total Material Requirements, iron ores (TMR, thousands of tonnes)
TMR7 63  1 4 1    Total Material Requirements, non-ferrous ores (TMR, thousands of tonnes)
RGIN  1  0 6 1    GINI coefficients
RGIA  1  0 6 1    Actual GINI coefficients from eurostat
RGIR  1  0 6 1    Model residuals for GINI coefficients
EUDC 62  0 1 1    Total DMC by materials for EU27, thousands of tonnes
EUDI 62  0 1 1    Total DMI by materials for EU27, thousands of tonnes
MRME 62  0 6 1    Raw Material Equivalent (RME) coefficients for imports
XRME 62  0 6 1    Raw Material Equivalent (RMX) coefficients for exports
MRE1 63  1 4 1    Imports in RME, food (thousands of tonnes)
MRE2 63  1 4 1    Imports in RME, feed (thousands of tonnes)
MRE3 63  1 4 1    Imports in RME, wood (thousands of tonnes)
MRE4 63  1 4 1    Imports in RME, construction minerals (thousands of tonnes)
